id,actval,predval
OPITOY_FSR_macro,1.4758120000000001,2.1834116
NEKXEH_FSR_macro,1.3528549999999997,1.011362
CEGDUO_FSR_macro,3.484306,3.1001532
FENRUM_FSR_macro,3.25557,3.1510997
CIHNEO_FSR_macro,0.7381850000000001,0.7572186
WADJOB_FSR_macro,0.9057440000000001,1.2932965
VUKGIS_FSR_macro,0.8532879999999999,0.9180162
VIVSIE_FSR_macro,2.1894229999999997,2.218873
YICBIW_FSR_macro,2.418225,2.3562765
DAQLOZ_FSR_macro,1.700158,2.0334566
GOKYEL_FSR_macro,5.396942,3.0719056
WUGLOZ01_FSR_macro,2.775899,2.1772637
GEHQIU_FSR_macro,3.2782240000000002,2.9594836
KIBRUJ_FSR_macro,1.6693099999999998,2.2828827
NIXRAP_FSR_macro,4.765277,2.6767232
EDATOV_FSR_macro,1.635781,1.4457374
MARPIE_FSR_macro,4.174176,2.7856266
RENWEM01_FSR_macro,0.4050100000000001,0.5011828
SEMJUS_FSR_macro,0.7965049999999999,0.77066016
MARFUH_FSR_macro,0.694852,1.149123
KAZRIO01_FSR_macro,2.114764,2.6449625
FUVVEA_FSR_macro,2.3503160000000003,2.2186253
RABBUS_FSR_macro,0.7790179999999998,0.94804037
DAMYIC_FSR_macro,0.8799290000000001,0.8651141
JUFXUF_FSR_macro,0.731051,0.8417678
QQQAEA01_FSR_macro,3.287457,3.0168495
HAYQIK_FSR_macro,2.909248,2.6542306
DAQLUF_FSR_macro,1.752855,2.0188591
CITVAE_FSR_macro,2.364046,2.825462
HIQPEE_FSR_macro,0.945762,0.7632817
OPIZET_FSR_macro,1.297649,1.2176528
XIHFAV_FSR_macro,1.2824519999999997,0.96396565
TUHWAV_FSR_macro,1.885633,2.3090732
EHAHIF_FSR_macro,1.4764439999999999,2.8627985
HIVBIA_FSR_macro,0.875668,0.7560195
XASVET_FSR_macro,3.0134179999999997,3.4702194
OGAPAQ_FSR_macro,3.040215,2.753905
OWELIN_FSR_macro,2.3684760000000002,3.8024888
HARGIT_FSR_macro,0.43237700000000023,0.6742408
UWEMEQ_FSR_macro,2.775062,1.5585244
TIDWAF_FSR_macro,0.01907700000000001,2.2783854
UJIPOU_FSR_macro,1.4595540000000002,1.0536603
YUZRIW_FSR_macro,0.22746999999999998,0.3400588
FITDAQ_FSR_macro,4.401994,3.156698
EJEBEB_FSR_macro,3.0454160000000003,2.7481225
PARNON_FSR_macro,0.375433,0.6303525
AVUKEI_FSR_macro,2.902603,3.071763
KARPIC_FSR_macro,0.0715380000000001,0.8569597
UPEWIW_FSR_macro,2.299545,2.3866258
VAQQEK_FSR_macro,1.2180330000000001,0.9423225
WEYCEL_FSR_macro,0.464575,0.5829067
RURDEP_FSR_macro,4.495106,4.356725
BOXDID_FSR_macro,4.551677,4.128892
QEYWIB_FSR_macro,3.813233,3.0813468
UHIYOB_FSR_macro,0.3565879999999999,0.9660307
EKAPOW_FSR_macro,2.245012,2.0751717
JIPLEA_FSR_macro,4.298392,3.1156437
REXVIB_FSR_macro,3.134779,2.3167171
GOLVIN_FSR_macro,2.204222,2.6071424
HORXAN_FSR_macro,4.412058,4.1922865
QARPUX_FSR_macro,1.5597960000000002,1.5839249
LAVFEW_FSR_macro,0.674252,0.9290867
UXANIS_FSR_macro,2.302851,2.4612148
YAKLIF_FSR_macro,0.3719159999999997,2.5139036
XEYREZ01_FSR_macro,2.732786,3.374123
BEKVOD_FSR_macro,3.484881,3.0422058
AJIFAB_FSR_macro,4.433088,3.2508998
GUBYAE_FSR_macro,2.6352029999999997,2.362587
UMEXUF_FSR_macro,3.011891,2.8915718
FELXAV_FSR_macro,1.915975,2.0940785
NOJPOT_FSR_macro,3.360184,2.9409728
DORQAD01_FSR_macro,2.152815,1.9773852
VIWXOQ_FSR_macro,1.823838,2.326171
UKUCAF_FSR_macro,0.3680239999999999,0.6392635
RIKVAL_FSR_macro,3.185605,2.615313
TIXMEU_FSR_macro,2.7274819999999997,2.4024239
APONAW_FSR_macro,0.4282039999999998,0.8406817
NAHNLA10_FSR_macro,4.41148,4.4620447
BOHFAF_FSR_macro,1.619607,0.9997047
TOFVER_FSR_macro,2.094783,2.5815527
BUSGOM_FSR_macro,1.55166,0.84439313
CUQXUJ_FSR_macro,0.881115,0.79975176
UYEWIF_FSR_macro,2.859339,2.4337604
COTROU_FSR_macro,3.0248630000000003,2.2098856
WADDOX_FSR_macro,2.9532439999999998,2.968137
QIVYEA_FSR_macro,5.210351,3.646347
OHAFUA_FSR_macro,0.7584810000000002,0.5769601
LIWQAL_FSR_macro,0.923616,0.6282095
WIPXUQ_FSR_macro,2.458709,2.6966114
AWUCOL_FSR_macro,2.770627,2.3507984
CEPCOS_FSR_macro,0.8015490000000001,0.78783476
XILNAH_FSR_macro,1.864695,1.8600252
ACIGAX_FSR_macro,2.578581,1.6176205
PUQCIO_FSR_macro,2.6945710000000003,2.802002
HOPVAK_FSR_macro,3.294501,2.5597794
SIRPUF_FSR_macro,2.805677,2.0174425
UYOXOW_FSR_macro,0.18617000000000006,1.3197752
FIQFUH_FSR_macro,0.9063460000000001,0.87332773
GOTTOA_FSR_macro,0.4826600000000001,3.3581634
JEFVIA_FSR_macro,4.501951,3.4297128
HIZPAJ_FSR_macro,1.791761,1.9032497
OVIBUS_FSR_macro,1.6021670000000001,2.9495203
CAXXOQ_FSR_macro,0.654785,0.8497485
KOXLUG_FSR_macro,1.686747,0.7805774
FOGXEF_FSR_macro,0.5447310000000001,0.7769811
GOLMUQ_FSR_macro,4.615739,3.4312735
GUPCUQ01_FSR_macro,2.5053210000000004,3.0488424
KUXFAK_FSR_macro,1.039271,0.9575211
XOJCIJ_FSR_macro,2.651355,3.087707
VAJVAG_FSR_macro,2.915208,2.540635
DAYGOB_FSR_macro,2.677318,3.115706
QOZNAV_FSR_macro,2.486767,4.036032
DURDAX_FSR_macro,2.95335,2.7918441
COKGAK_FSR_macro,0.9572719999999999,0.5761951
HUTWUQ_FSR_macro,0.20425100000000018,0.63501394
RATTOX_FSR_macro,2.4686380000000003,2.143579
DULXEP_FSR_macro,3.8810260000000003,3.0675354
FIDWEU_FSR_macro,2.1219040000000002,2.657277
RAHREZ_FSR_macro,0.9175639999999999,0.9427973
OPUJUG_FSR_macro,2.343853,3.2303185
POCNUR_FSR_macro,3.43857,2.6253574
EMAZAT_FSR_macro,1.221203,2.4104626
MEKBAH_FSR_macro,2.950513,3.06534
YEMWOF_FSR_macro,1.0338409999999998,0.7853435
PUTZAG_FSR_macro,3.0146710000000003,2.5271733
VEDVAC_FSR_macro,3.3858970000000004,2.657319
MIWBID_FSR_macro,0.30495,0.85588765
XIBMEA_FSR_macro,1.9517769999999999,2.236167
FUFXUA_FSR_macro,2.882669,3.407153
GAGWUH01_FSR_macro,0.833546,1.1402811
LERNIG_FSR_macro,3.530697,2.9377794
SABRIX_FSR_macro,3.927222,2.7627487
CEPGEJ_FSR_macro,0.609102,0.83032084
ENUQEK_FSR_macro,1.364821,2.963966
PADPIW_FSR_macro,3.06813,2.9935656
CUTTIW_FSR_macro,0.918965,0.898741
BOVPAE01_FSR_macro,1.8331430000000002,2.2977788
VIDZEP_FSR_macro,3.226925,2.6155038
RIGROR_FSR_macro,0.6099180000000001,0.8350965
TOYHIB_FSR_macro,2.273032,1.9358785
WEJREL_FSR_macro,0.34374199999999977,0.7849201
RAWVUJ_FSR_macro,3.18191,2.9695354
RERSUD_FSR_macro,2.4644820000000003,2.1153314
OYUDOD_FSR_macro,0.7193120000000001,0.9010142
EXEMAX_FSR_macro,2.0907959999999997,2.3218067
YASHOQ_FSR_macro,0.668817,0.9087781
UKILOR_FSR_macro,2.8100430000000003,2.4792042
FAYNID_FSR_macro,3.015634,2.3472404
LEDHEJ_FSR_macro,3.11402,3.0862708
YAYRIC02_FSR_macro,2.895091,1.9680276
OZINER_FSR_macro,2.658558,2.7786973
KELKUK_FSR_macro,4.337228,3.2443194
AWIBOZ_FSR_macro,2.79157,3.6042442
JOHLUP_FSR_macro,2.753679,2.505981
LEQVEJ_FSR_macro,2.028843,2.2265668
TADJAK_FSR_macro,4.411545,3.5390787
BOXMOS_FSR_macro,2.710378,2.1158864
WITPUM_FSR_macro,2.850555,2.125864
MOBFOB_FSR_macro,2.897851,2.5665798
CIRQOM_FSR_macro,2.891178,3.2528138
FIGXOK_FSR_macro,0.944112,1.1641707
KOGCEP_FSR_macro,2.941424,2.678047
TAHFUF_FSR_macro,4.1947019999999995,2.8686101
QUPXUW_FSR_macro,2.406905,2.2461212
QIPPIO_FSR_macro,0.45634499999999995,1.0499421
KETYAM01_FSR_macro,1.1358489999999999,0.58854353
DIJZOM_FSR_macro,1.6399650000000001,2.5204628
KIQLAX_FSR_macro,0.977141,1.0035043
